video,prompt,negative_prompt,num_images
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/575/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 575),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/576/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 576),,56
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/577/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 577),,55
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/578/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 578),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/579/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 579),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/58/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 58),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/580/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 580),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/581/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 581),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/582/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 582),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/583/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 583),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/584/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 584),,34
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/585/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 585),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/586/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 586),,52
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/587/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 587),,55
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/588/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 588),,57
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/589/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 589),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/59/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 59),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/590/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 590),,59
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/591/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 591),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/592/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 592),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/593/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 593),,52
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/594/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 594),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/595/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 595),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/596/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 596),,56
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/597/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 597),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/598/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 598),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/599/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 599),,52
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/6/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 6),,26
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/60/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 60),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/600/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 600),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/601/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 601),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/602/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 602),,57
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/603/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 603),,55
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/604/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 604),,46
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/605/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 605),,49
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/606/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 606),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/607/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 607),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/608/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 608),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/609/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 609),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/61/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 61),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/610/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 610),,52
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/611/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 611),,31
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/612/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 612),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/613/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 613),,48
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/614/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 614),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/615/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 615),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/616/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 616),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/617/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 617),,55
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/618/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 618),,41
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/619/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 619),,31
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/62/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 62),,48
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/620/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 620),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/621/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 621),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/622/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 622),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/623/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 623),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/624/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 624),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/625/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 625),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/626/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 626),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/627/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 627),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/628/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 628),,55
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/629/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 629),,41
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/63/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 63),,50
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/630/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 630),,48
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/631/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 631),,56
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/632/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 632),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/633/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 633),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/634/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 634),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/635/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 635),,41
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/636/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 636),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/637/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 637),,52
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/638/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 638),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/639/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 639),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/64/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 64),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/640/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 640),,50
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/641/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 641),,55
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/642/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 642),,41
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/643/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 643),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/644/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 644),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/645/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 645),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/646/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 646),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/647/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 647),,50
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/648/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 648),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/649/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 649),,41
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/65/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 65),,59
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/650/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 650),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/651/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 651),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/652/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 652),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/653/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 653),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/654/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 654),,49
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/655/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 655),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/656/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 656),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/657/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 657),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/658/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 658),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/659/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 659),,60
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/66/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 66),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/660/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 660),,50
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/661/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 661),,55
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/662/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 662),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/663/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 663),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/664/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 664),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/665/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 665),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/666/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 666),,57
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/667/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 667),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/668/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 668),,57
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/669/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 669),,55
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/67/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 67),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/670/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 670),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/671/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 671),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/672/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 672),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/673/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 673),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/674/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 674),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/675/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 675),,31
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/676/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 676),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/677/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 677),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/678/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 678),,41
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/679/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 679),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/68/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 68),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/680/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 680),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/681/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 681),,34
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/682/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 682),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/683/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 683),,34
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/684/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 684),,50
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/685/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 685),,52
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/686/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 686),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/687/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 687),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/688/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 688),,41
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/689/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 689),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/69/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 69),,60
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/690/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 690),,59
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/691/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 691),,55
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/692/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 692),,56
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/693/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 693),,55
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/694/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 694),,50
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/695/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 695),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/696/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 696),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/697/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 697),,41
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/698/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 698),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/699/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 699),,56
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/7/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 7),,26
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/70/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 70),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/700/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 700),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/701/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 701),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/702/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 702),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/703/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 703),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/704/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 704),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/705/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 705),,52
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/706/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 706),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/707/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 707),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/708/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 708),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/709/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 709),,50
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/71/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 71),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/710/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 710),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/711/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 711),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/712/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 712),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/713/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 713),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/714/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 714),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/715/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 715),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/716/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 716),,59
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/717/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 717),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/718/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 718),,56
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/719/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 719),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/72/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 72),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/720/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 720),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/721/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 721),,50
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/722/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 722),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/723/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 723),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/724/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 724),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/725/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 725),,31
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/726/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 726),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/727/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 727),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/728/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 728),,55
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/729/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 729),,47
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/73/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 73),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/730/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 730),,57
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/731/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 731),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/732/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 732),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/733/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 733),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/734/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 734),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/735/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 735),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/736/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 736),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/737/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 737),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/738/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 738),,31
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/739/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 739),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/74/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 74),,50
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/740/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 740),,41
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/741/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 741),,41
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/742/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 742),,61
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/743/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 743),,34
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/744/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 744),,57
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/745/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 745),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/746/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 746),,49
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/747/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 747),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/748/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 748),,54
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/749/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 749),,38
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/75/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 75),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/750/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 750),,57
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/751/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 751),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/752/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 752),,53
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/753/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 753),,31
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/754/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 754),,62
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/755/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 755),,49
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/756/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 756),,44
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/757/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 757),,51
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/758/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 758),,55
/scratch/vcj9002/MagicPhysics/test_ball_in_basket_collect/759/env/camera/cam_0,A physics simulation of a ball going into a basket (scene 759),,47
